,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124
Phenol,396738.392,313671.0748,299196.1192,198245.2091,157737.9708,366243.4904,203535.9977,249512.6126,388587.6195,235799.1391,309874.5408,197497.925,204869.5624,194062.9604,185132.2212,235806.2224,323241.6117,298670.8776,337930.1151,289207.3375,214480.7731,193192.6952,188400.9114,181620.2123,301055.1353,346482.2443,333069.2564,359986.8837,326845.6085,399673.408,350430.5943,392871.0571,358033.7306,299121.7517,405961.5044,361237.415,379760.8685,361620.0606,372642.3603,341750.6356,375358.9323,380798.247,325440.042,389575.9371,428532.7549,390789.193,442623.7467,391170.7702,397351.7008,365710.6111,382007.4137,456694.7528,387054.0875,309739.3297,423795.1334,452867.6775,324174.8687,283435.4552,353649.2786,211617.3763,329134.7519,269472.6366,328994.1628,387463.0296,349820.5667,343630.9057,401310.8888,337778.4357,312335.2923,348577.4793,226878.9714,195548.9779,253316.9988,204560.0153,293845.529,255444.8646,440075.1338,463311.4972,290636.8505,496655.5527,288266.0888,221177.6305,456627.0559,209803.9651,314343.8416,158787.3835,162927.2564,148777.5263,142740.0218,145654.5569,121388.6121,150366.6164,212228.3884,185802.5799,163664.1754,165424.2267,117096.5043,144261.0202,105988.8331,116314.3928,193846.3046,185949.9772,224627.4869,133348.2934,166277.6966,135514.5544,69921.38058,213738.9953,195714.8426,183326.101,150472.851,216924.6836,216148.0829,197084.9415,154578.9167,212368.4061,185258.8086
Phenoxyacetic acid,0,7468.33977,0,4653.114835,0,1232002.294,2661.453605,0,2239.141953,5277.573463,4042.691182,0,0,6103.266523,0,5258.462873,0,0,0,54151.90076,4144.504131,41910.07344,0,31275.46287,209323.1055,54888.59609,61475.11064,63838.70561,64999.91155,63252.9061,67763.58058,69381.02344,65518.19346,69834.23942,0,0,67439.8263,66508.6029,66757.32827,74577.10786,67901.27517,90059.51852,92112.84022,96336.82448,89506.00178,37970.63545,86616.12429,76136.85963,86670.90046,88907.15717,85456.97914,132594.0755,133020.4533,95531.07523,131663.7349,134760.8043,92524.6455,103846.1615,86716.40358,93426.11938,92399.95047,80718.11516,81548.25738,81800.85613,103451.3756,85279.21385,88677.80655,85904.83747,87933.91242,105623.4594,97203.74835,100700.692,95194.87511,104085.4056,99926.49723,104005.3558,139742.8505,41895.10347,108946.1856,133475.9108,107257.2522,110673.7741,139332.1645,93472.00653,101834.1495,0,0,0,0,277764.3571,0,0,0,0,0,0,272586.0466,56998.87194,0,41555.83792,0,0,0,0,0,0,0,0,0,1983545.975,0,89152.2256,107472.4026,0,0,0,0
phenoxyethanol,222128.9466,343213.6536,419419.0221,253535.4139,252937.5409,2831897.944,5527672.77,292840.5612,246661.7069,302605.638,310044.641,234139.7872,261221.2116,281404.0653,223130.8897,603817.4839,234757.1896,188853.6776,312993.1688,1156905.948,274123.577,258785.6645,367741.1825,697779.9713,1112103.637,483420.1846,504303.8999,557945.4942,484336.3712,542103.6755,467111.8373,541034.6512,466963.408,492221.5738,511463.2592,530014.3377,513616.0032,549650.2765,506662.9463,519822.9494,519306.1418,486045.8821,555402.3802,516538.7994,703963.8147,645923.7387,669925.1694,672355.2065,686047.3226,636999.0181,641513.2522,1060274.091,848772.9498,656667.4405,866078.552,808124.3235,746249.0671,832319.7493,546491.8323,502531.4775,640650.8185,1058178.388,665483.8064,666963.1663,680858.5698,678504.8269,796497.5264,709859.9713,594761.4976,659800.8106,870266.0922,916136.2338,892346.6153,915928.5871,995388.0101,872205.8266,809683.7186,702197.4463,832256.9218,766956.0158,866808.6919,810842.8994,814230.7057,763230.1541,859384.8893,885479.3648,1476124.118,733854.6383,525778.5371,1195771.804,550848.9131,566561.0899,551248.0903,592393.8376,617663.7434,596346.5519,599652.4399,910380.0462,1315481.02,776885.7126,798936.999,716511.8984,791000.7432,464260.872,484851.9893,449012.5391,910589.7313,793256.8379,691642.1736,1575152.896,870841.7576,992067.7198,1556539.217,586255.8514,563981.0357,764092.456,697581.493
Phenylalanine,419127920.9,530774977.2,547663311.3,1908133364,541486721.7,0,497912388.7,742930815.1,891895748,507836872.1,641765537.7,1087190942,827211317.9,785606318.3,692276376.3,2256726843,1226465896,663223857.8,2100010682,579585894.3,280595412.4,562320003.8,1644852087,723235464.5,2112432262,459367633,553263836.3,539954537.8,518936189.3,546590001.2,541844624.1,563762720.7,649594279,580179746.8,871234600,714576956.5,796850038,790876562.8,741202195.3,625636883.2,610903305.6,534469809.8,649867170.5,718627314.2,584193049.1,601562750.8,662567700.8,669561252.9,580912376,493406287.8,520837774.9,566702768.8,640208713.5,331187002.1,511023907.2,725350503.4,409241398.1,404516035.5,686902496.6,621367236.3,501693827.1,467300435,511232318.5,584153474.6,640160636.2,544484474.8,582410130.3,468800986.1,583755452.7,738283393,737000935.5,559546791.6,618181681.2,489930263,682897172,620744577.2,570215196.3,640120614.3,384274398.6,650801973.7,511996792.9,606398444.5,749477109,435015218.8,399097234.7,4326259537,2680875983,2474495140,701929738.8,3233268256,977449120.9,961923659.2,950842102,1005309690,1130715256,986737636.1,1261101747,2375228037,2747963565,2605633088,1292053241,817644496.4,707010552.4,613752948.3,838798401.8,916449727.2,2452042605,2280010378,2126956870,2736649605,1088276751,3034797616,3752688481,495575875.2,298770395.7,534844584.4,493319949.3
Phenylpropanolamine,292138944.4,73049503.92,817450208.6,0,284779171.1,883575940.8,456498685.9,141901661.8,0,896864806,872335405.3,0,18958655.11,161676531.5,0,237633753.1,244116570.6,0,91556975.93,0,22017425,4661982.27,183426941.2,0,18838107.56,221387418,336027061.7,368585954.2,23795007.75,452374272.2,519791405.5,513197220.8,184291878.4,13058688.93,95260155.76,412912556.5,380565940.1,604848103.8,328150642.4,0,0,178637122.3,41825731.39,296721946.3,118175401.1,1197788.238,5623.293116,0,0,0,681730.32,213822369.3,0,27939282.39,0,777211.0279,31927258.75,0,0,0,0,167375496.2,31302015.01,31773349.1,0,0,0,131143225.7,220472.9492,2211813.354,0,196868247.3,134988.7005,0,0,0,142132345.1,0,259601.6672,1286390.637,160793723.8,2496.695664,7451946.877,0,34227475.64,0,0,0,255290841.1,0,989177199.4,6536496.184,0,0,0,333998692.6,650997970,1453577724,0,2270499526,933755952.9,927420241.9,199221129.5,936848401.4,133436962.3,0,1383761005,700337025.9,1575463169,0,1682562024,0,2070677581,997989020.5,30158942.71,0,552477084.2
Phlorizin,0,0,0,0,0,0,0,0,0,0,53468.10646,20480.1394,51446.80341,31351.24122,0,77960.33878,40068.95998,0,13033.29617,0,47924.44388,32611.96815,35802.38404,0,0,14773.19424,0,0,16953.95969,0,0,17823.99458,17022.25203,19045.33061,17805.17415,17096.80601,19161.10277,15610.08466,0,16010.08025,14655.39646,0,21053.69774,0,25749.28663,0,22157.96748,19397.12295,0,0,25972.49158,19487.89228,18094.97537,19525.75019,0,17245.26047,17419.95488,18501.80502,0,14956.25572,22650.91181,0,15607.71978,23216.53502,24494.94497,22747.67773,21609.08173,19438.73668,0,20301.18438,14884.65756,0,17403.8098,0,14736.9151,0,0,21689.66791,20645.28492,19094.1032,17615.05887,0,0,19356.17605,18806.513,28279.71422,25939.68408,19143.70033,0,28603.076,0,17559.89924,18514.02489,0,23923.39714,20342.11429,21784.7319,0,29141.2634,31234.53216,31801.98502,0,0,12952.7806,16635.57782,18029.9136,22309.98559,32219.95295,30618.306,24538.94209,25246.53109,32040.16698,30329.49485,0,0,30266.12086,28468.05574
Phloroglucinol,36017.55882,21289.33003,38719.26745,178771.8656,79394.68121,23126.61533,45522.76696,45468.06015,30584.66376,35172.74504,81402.7028,46208.95491,43640.52702,23736.44858,34980.51718,116841.659,60642.25699,0,55781.52688,32173.22195,68555.62914,83461.8564,148161.5889,0,61304.49791,52848.33667,58008.79648,58595.62157,55771.29956,65020.06138,64604.06795,67925.77054,60971.17568,66304.16941,64980.85905,62057.11502,69968.01439,69013.92403,61016.39473,54216.0355,64257.66018,46725.29298,79052.73861,74930.42756,74804.14167,78865.8577,71815.65889,73570.10059,71581.08641,79280.28356,74798.73171,75275.31869,82599.17743,70821.85298,77369.15748,83977.99387,0,8022.422237,61350.91738,60910.45899,68299.99668,53163.46712,70995.04009,68820.31317,70724.36026,69248.68847,89247.44446,69681.89606,67389.06761,74572.63121,65881.93416,72295.56392,61938.10134,73015.36892,81022.86636,71097.52895,78867.22582,0,71386.53994,81751.21744,65399.81699,73843.20041,78332.19584,64025.89783,22172.81663,72361.14125,202908.3266,79420.21153,0,79647.39779,0,0,0,0,0,0,0,60772.91674,75677.57664,0,243547.7268,0,0,0,0,0,148375.1269,83421.03675,67766.2004,0,105639.9451,0,68222.95055,0,0,0,0
Phosalone,0,0,0,1111469.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106181.227,0,0,0,1129205.802,291739.667,371035.0621,496092.555,281003.1167,257633.5936,162729.8753,189773.0765,252649.0907,188081.0463,296382.1085,204397.9278,269633.1407,238906.5251,216374.9325,188713.025,195696.5463,240594.1486,220821.9421,368600.3032,222841.7875,182339.4747,203908.4822,144803.9619,208836.6341,95882.50762,169330.0478,138386.9109,227148.902,128141.1562,146581.3164,201673.0044,303627.524,168323.5713,203137.9078,219950.2131,272423.2708,268060.5416,215796.183,336458.0251,402154.8836,0,345003.2392,228455.8857,294331.1808,234582.7962,158117.1788,202102.8563,0,188397.7466,476651.1045,264306.3458,172072.0797,199496.112,394226.6072,343464.7242,442901.1755,248034.0981,383127.1326,260678.4051,302180.6832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40561.93052,0,0,32499.27357,35200.93175,32520.46285,0
Phthalazin-1-one,1371975086,739657043.5,1482960155,1836260168,1586357102,1515292342,776222693.8,912100145.7,1237628362,627537446.5,1613369049,1580260151,1387662715,1344839554,1364594521,1119473226,1340523315,794663265.5,1823145789,778737177.5,1987202600,1920009797,1666884493,1455260292,1596452541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7511687874,8734445425,0,16503984842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4666363853,0,11633987832,0,0,0,0,0,6032455090,13132805629,1803306573,379260649.9,3496962032,0,0,0,0,205923914.8,0,675785223.4,1906216397,13993726577,3652980806,791971401.4,386273404.7,0,0,0,0,17121841629,2257824649,4693736024,2818158645,0,11811715730,893712688.6,0,0,0,0
Picolinic acid,2405567.786,3489843.013,4368537.955,2894603.986,3187183.628,3470690.924,3518954.259,4496555.603,3439905.046,3568699.202,3297727.452,3572410.648,2633476.567,3415846.581,3790931.596,3599695.023,3163808.446,3468874.978,3791643.242,3590541.836,3360451.015,3197851.154,3129305.876,3213163.097,4819678.624,1157423.956,1302183.345,516629.1829,1346421.368,1487020.211,1480072.988,1683525.085,1627236.458,1826665.055,1947037.882,1759582.015,1908785.629,1761617.405,1774231.843,1887461.231,2400741.485,2440223.592,1883083.579,2234633.413,2004508.623,2136925.579,2103844.782,2337454.472,2407386.359,2306638.234,2415600.396,1715754.976,1748086.964,1274137.041,1620656.894,1796017.98,1585549.712,1564128.62,1585760.597,1638494.854,1516951.704,1620736.911,1568940.249,2430674.984,662783.2909,1847339.602,1860230.385,1689728.072,1888578.134,1998214.532,1586956.78,1743655.014,1860496.616,1655995.025,1863262.401,1851167.859,2022720.611,2304323.122,1745533.956,2352004.554,1696993.37,1774808.992,2506895.428,1924956.896,1713253.705,9833703.516,9050294.916,7696186.178,3678875.955,9779747.053,3664150.159,4496940.376,4295007.074,4762945.652,5502701.361,5642919.626,8136168.22,9956046.965,10563202.57,7664457.791,6766389.948,5418586.712,5114796.857,4933178.369,4366776.547,4568416.409,8552826.086,11232282.59,12985867.16,7268169.391,5051742.616,7919959.226,7125819.178,5234203.474,4899214.193,5978818.725,5514811.031
Pimelic acid,15588.06694,40822.62148,23128.26793,21701.62648,24377.76303,10058.36313,22352.85675,44293.57435,13727.15451,33359.19137,35864.00275,27046.77869,24468.30681,27787.89364,22104.31116,0,70479.40719,22964.15455,27155.83166,20102.02001,17852.03108,19971.22935,18138.96976,13793.87764,19874.44142,0,7393.462659,0,8826.401272,5279.311162,9612.83381,9337.044142,15312.02657,9574.638319,8809.4749,9351.33897,8976.355508,10843.08579,10028.66778,10598.68759,13975.28097,0,6631.292239,14875.35693,0,0,9663.038013,12196.74877,11445.37043,0,8011.520592,8905.140911,10691.1069,7720.116306,9772.745869,13459.66119,16269.58957,8094.873282,5657.469475,8243.638775,15046.67156,13757.14676,0,12086.09812,12169.57811,6057.057965,10549.88434,6253.896712,0,0,8322.893042,0,7958.29342,8312.848003,3355.15717,10303.60562,10686.21699,14463.08819,9623.712768,0,11064.85951,10274.18108,8860.240008,8974.052153,6402.340251,71613.60544,108561.7902,42058.30232,19094.15224,40271.53044,26519.05088,28961.60294,23992.51971,27421.62895,40483.79203,35170.45225,86212.72076,66750.44687,69387.82401,0,213261.2226,37325.98502,31128.84924,24831.70394,21704.75082,23370.96635,0,64388.10084,82106.99747,215269.4001,59047.46832,482578.5425,0,30697.06396,19298.31219,31212.31497,31338.71058
Pipecolic acid,411661401.5,619894747.8,493801783,5720109844,63938576.69,233135718.9,16836067.82,208707358,1495562889,465558675.7,860054404.9,1196759409,2792469159,2024324673,678847079.2,9395138501,4045758709,1964403051,5774061312,497741386.3,6729627379,5379317020,6831788263,1830763115,9096694719,29672358.52,43778470.05,43753059.75,21924506.29,8357485.713,15388893.95,8415917.467,6294831.472,5794294.779,35087118.48,20789138.08,31974770.88,27388384.68,6000914.515,7911536.396,31690478.88,6818007.18,3933743.792,9573581.079,8682064.649,7503342.187,6674693.347,35942.22539,4694571.215,7028293.87,6051310.062,57350671.83,51382398.6,6998484.319,36584355.78,48128934.93,32668400.8,31439885.25,4478823.974,0,3048728.492,33545190.93,6871320.781,24582744.81,23554574.98,19056600.53,11604531.93,9128969.019,1072799.547,4127622.913,7970665.9,26810004.07,8849049.254,10251849.85,13250154.72,10778902.92,12920030.54,46453606.34,51430818.45,39603776.48,85712519.24,6658759.72,68504854.24,5352060.28,85674517.86,16035749210,44350083752,172646578.1,134793897.6,65133694417,141803040.9,114619207.9,136347620.9,144827091,344412832.8,141176755.9,1153299793,18169329144,33250961000,25050160467,294068162.3,127502273.8,67743376.78,0,72251331.37,119876617.3,11525642361,9226835160,2522190663,16857513122,549685493,24413940678,897607394.9,93158548.85,72054229,0,19019739.12
"Piperidine, 1-(1-methylpentyl)-",247231.2172,258539.3253,269800.9685,300550.057,258402.7342,260368.1301,255802.6662,261827.6623,255204.3087,247849.4661,284273.16,0,255544.2475,265512.7003,257818.9166,311518.2773,281655.5845,268467.6479,282228.6291,259473.8555,279971.2383,270390.9089,279248.9318,262692.915,295873.6462,0,0,0,0,0,3012677.216,0,0,0,0,0,3143995.274,0,3156136.94,0,0,3404607.929,0,0,0,0,0,0,0,0,0,0,0,0,0,1668711.268,556173.0072,1105363.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274706.519,0,0,0,0,0,0,0,506767.2169,3161792.312,3728903.637,0,355473.6522,85866.30511,0,44098.55596,0,0,0,0,0,0,0,0,0,143419.1041,144694.706,170435.2906,0,0,0,0,0,0,0,117980.6301,0,0,0,0,0,0,0,0,0
"Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",3992843.382,0,2194906.701,769542.5447,0,2812265.962,0,3994055.95,3616327.402,3595735.656,2970964.071,2282226.986,4804049.943,4811203.644,5587863.28,3234391.957,0,3039608.898,1763486.478,3306321.561,0,1204785.49,2433169.162,2361833.737,2263331.846,60765.2459,4143928.087,3444042.627,3678971.852,3422228.755,3508804.98,1114158.239,0,1758774.208,11261118.19,2979094.075,4819820.292,929094.7692,2100274.055,266881.1221,2838634.231,0,1873864.06,5663620.766,0,4959243.781,0,1434488.936,3691834.563,0,0,7281400.585,1754057.957,1741466.04,653433.4274,0,4137182.568,326770.7516,1730600.721,3785016.23,0,8672072.861,5917152.088,8467263.522,4347782.091,5014023.567,18515.93343,2744144.394,2276168.868,4120438.024,0,2825654.464,7343613.481,788641.4766,7729257.714,7093669.299,5571041.089,496315.6705,6641345.333,2164125.16,0,0,0,0,0,0,2805442.945,3993662.451,0,362864.8183,0,23495.19302,0,226459.2312,70047.49789,202775.5899,3251483.697,4814981.441,1838541.17,1770571.333,2372407.14,412542.1535,212871.5683,0,0,0,1146118.208,0,669906.1344,2278626.845,8013810.478,478446.8686,5292935.592,0,175037.4969,0,76552.76237
"Propanetriol, 2-methyl-",22532.44595,18115.99413,8295.221191,8633.638911,7884.821872,8360.254197,13138.58476,13163.2546,16574.47719,14596.72466,5303.699996,6664.932365,0,7271.481626,24514.13367,0,0,0,8734.630582,0,0,0,0,13814.61176,0,4018.742366,4527.009599,4085.748374,3912.842948,5315.405584,5377.393779,4990.460546,3883.16682,4004.295312,2147.43139,4243.414673,4770.4807,4182.892684,5177.393231,3821.270165,4241.794113,5386.950753,5930.52142,5605.340214,7934.905012,7178.977514,7742.014453,8814.56941,7243.011398,7745.217738,8283.325829,2542.786061,4305.526468,4476.239792,2819.002172,3298.002985,4744.829824,5731.495842,4492.465672,4040.20787,3209.783477,3613.143175,5155.63728,3847.219131,4658.593103,5153.230621,5342.209517,4167.699914,3874.858652,5498.980114,5362.217545,5221.133856,4928.025268,3850.984706,4533.54019,5956.802968,3309.842859,3636.145862,5604.333976,4035.962124,4761.667531,5294.735043,4499.184973,3264.218535,5429.864503,15578.59411,17640.63306,21193.71127,8796.99254,14121.03609,8731.360614,8045.820489,8045.19664,6936.091097,11683.8892,7389.789466,6947.323339,19790.3706,20185.14967,14527.50457,4988.639837,9397.945426,11285.81441,6035.447889,7337.282498,7801.098009,28692.6222,19030.91375,15191.05895,12369.43095,7836.120976,18497.35963,16189.15611,10984.95372,6778.62414,11024.79781,10092.4886
"Propanoic acid, 2-methyl-",567987.0422,529945.0242,777933.3269,347058.707,412990.1322,506389.3635,617915.8998,1024553.017,671600.3916,831142.512,326210.9932,518931.1295,914872.1189,872945.1389,798943.8753,799098.3199,1150517.49,629554.6377,639171.9522,174736.6077,499036.2832,490089.4819,702593.3234,501605.7195,606703.7352,560328.2514,583522.0551,614858.7402,623130.6775,630748.7815,599387.7623,638160.3773,657084.8284,634233.9978,667950.4026,0,0,730749.3028,694452.0888,706747.3688,709325.149,759715.1334,700549.6587,715482.095,737438.0264,210269.5806,752226.7003,758896.4541,720810.1644,709463.3258,678581.1272,1016415.509,977613.7649,0,903601.2479,1006525.262,752932.2575,867965.7101,768040.9715,822657.4882,885787.4276,743319.887,672329.2214,870494.4187,764367.8255,732812.5138,739438.5869,737145.7993,748014.17,995470.2751,738840.0625,815582.5082,810885.2896,849830.5413,752983.062,763433.0393,866162.1141,863464.1647,821168.5758,864084.7091,760924.9523,857197.9844,900249.4854,757196.8279,771608.0893,1446393.398,996705.062,1290667.467,149296.1314,227257.9529,0,149371.7966,160103.8006,183616.7513,182640.3987,297613.2418,742081.4595,1132705.283,1193090.239,598461.6405,1026453.062,0,0,240433.7142,126687.0165,125055.1187,1099216.981,1074629.681,535570.3903,803183.7181,1174811.151,916574.3544,1600809.875,122426.2769,122757.5394,0,0
"Propanoic acid, 2-oxo-",318848.9633,456298.4814,668676.9198,406670.3811,429764.1423,294196.9429,523176.3503,732460.2512,207899.2287,527790.6536,301963.3192,252248.965,394982.0762,273524.8918,351272.3917,433582.9125,390367.4254,485303.9448,367488.3176,410418.7525,374993.7099,325930.0981,448025.7996,339109.5918,388018.0912,746844.4755,0,927913.994,0,0,0,935348.4237,771471.3267,1082590.498,0,0,0,0,1403607.212,0,1372605.302,0,1552627.91,0,0,0,1405397.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407081.722,0,0,0,1353688.625,1569565.595,0,0,0,1196600.08,0,0,0,0,0,0,0,0,0,1291400.26,1208427.055,1076154.929,1349125.765,1102489.769,1133125.777,1034119.652,1002262.118,1806208.785,1485086.426,0,0,0,0,0,0,1329740.521,1548158.351,0,0,0,0,0,0,0,917315.3414,0,1872048.723,1248258.721
"Propiophenone, 3',4'-dimethoxy-",6599085.572,4757042.321,5807250.589,4044617.786,3696640.997,5714849.735,2095485.845,9114743.835,6341877.346,9005875.639,5269049.57,5140018.081,6013732.766,6822481.058,4564547.972,7543244.856,6855289.606,4726524.873,7562898.028,6387180.757,3928276.246,7890805.285,7171277.68,5327965.18,5408649.856,139614.2774,134674.8665,3806.062595,0,0,0,0,102695.2003,0,0,120250.0111,723944.0494,148898.8467,0,0,0,139432.0173,0,0,0,33825.9555,23215.86833,89499.19377,106085.8999,435554.5261,0,0,0,0,99104.71728,0,0,518655.4829,0,0,40168.39253,0,304721.3722,0,0,191930.4897,56702.47716,0,0,623924.8448,106987.4871,153080.5432,606508.178,88095.58595,0,442879.3866,156523.8668,178234.8538,915242.5077,123085.9387,34849.19138,195952.5043,119458.7093,0,206235.6594,35859135.04,64343765.47,36335030.45,0,33582191.54,0,0,0,0,0,0,0,37712611.46,32621177.63,86361394.99,0,0,0,0,0,0,30699511.25,24582858.26,17313816.07,94664807.46,0,75958480.82,42936966.63,0,0,0,0
Propylamine,30634.48847,4842.359619,605.1271874,24567.9865,2851.149197,5839.9737,2097.413826,0,0,10258.20033,0,0,1707.202358,0,2317.780629,0,0,0,0,0,0,0,0,6220.152104,0,2394.445103,2547.554644,2610.190578,2693.892222,2684.388636,2779.882121,2218.606412,2786.17488,2879.430072,2742.264213,2736.964903,1098.24525,2835.692418,2877.753894,2600.622964,2850.56434,2646.054781,2632.323969,2755.298599,714.91271,2880.401036,2811.272611,538.45497,2844.958133,2998.164464,2875.237182,3152.842651,3178.411657,2906.357734,2976.170941,3022.065225,3149.364467,2757.856948,2557.401044,2467.457684,2940.78831,2868.141527,2860.803797,0,2992.680309,2865.148649,2610.265869,2923.820374,2486.853383,3369.826787,3023.873779,3255.665801,2822.952567,3132.818261,2799.644261,2811.788374,3171.648111,3327.241859,3108.626757,3027.74881,2763.510184,2565.577983,3078.187986,1248.163431,2920.969531,3861.895967,3930.678515,4416.733011,3413.589587,4238.631138,3508.060215,3260.573493,3418.257325,3730.11702,3800.692451,3631.559828,2807.326628,3577.984985,3724.910126,3940.189805,4788.859657,4342.700933,4382.109433,3281.467831,3145.773388,3088.823594,3190.683863,4540.588734,4058.731608,4474.056973,4097.520831,4526.450334,4292.574158,3915.185139,2765.222711,4613.101003,4197.488141
"Pyrazine, 3,6-dihydro-3,6-dimethyl-",388247.8411,495558.4646,1205523.612,811727.9892,388694.3353,314372.8869,392437.7076,743901.9793,1067778.229,1030971.345,902701.1839,361844.8687,1864736.512,731401.8045,1345650.891,1882625.215,1650801.712,819191.4562,1193935.381,353253.9087,1067615.479,894897.874,1228371.92,692476.9113,1439629.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10065957.6,0,0,0,0,7911022.337,8006092.774,0,0,0,0,8372379.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8174597.396,0,0,0,0,0,0,0,0,5820675.69,0,7289925.9,7380096.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
